amostra_id;skill;split;classe;arquivo;texto_sha256;tipo;sinal;indice_detector;trecho;rotulo;justificativa
dan-brown-contraste-01;dan-brown;holdout;contraste;samples/dan-brown/contraste-01.md;abcc7c5eaf2d4b3204747cb5469017575a1515f6adb8c23c5d15b5dc291f7814;atestacao;cadencia.fragmentos de ênfase COLADOS (Regra 4: nunca dois);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-contraste-01;dan-brown;holdout;contraste;samples/dan-brown/contraste-01.md;abcc7c5eaf2d4b3204747cb5469017575a1515f6adb8c23c5d15b5dc291f7814;detectada;cadencia.pensamento em itálico (Regra 4 ≤2–3);1;Inventário classificado. Interdição por ordem superior. Não catalogável.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-contraste-01;dan-brown;holdout;contraste;samples/dan-brown/contraste-01.md;abcc7c5eaf2d4b3204747cb5469017575a1515f6adb8c23c5d15b5dc291f7814;detectada;cadencia.pensamento em itálico (Regra 4 ≤2–3);2;Dividido em três. Vedada a reunião das partes.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-contraste-01;dan-brown;holdout;contraste;samples/dan-brown/contraste-01.md;abcc7c5eaf2d4b3204747cb5469017575a1515f6adb8c23c5d15b5dc291f7814;atestacao;cadencia.pensamento em itálico (Regra 4 ≤2–3);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-contraste-01;dan-brown;holdout;contraste;samples/dan-brown/contraste-01.md;abcc7c5eaf2d4b3204747cb5469017575a1515f6adb8c23c5d15b5dc291f7814;atestacao;cadencia.pergunta retórica (Regra 4 ≤1–2);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;gnomico;1;A lista já é longa e eu ainda nem vi a casa.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;gnomico;2;Quem é daqui sabe quem está embaixo de cada pedra sem precisar ler.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;gnomico;3;Não se chora uma data.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;gnomico;4;porque era simples;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;atestacao;gnomico;;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;personificacao;1;Esta terra foi devolvida para dentro.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;personificacao;2;A própria terra desmente o ladrão.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;atestacao;personificacao;;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;sanfona;1;Telhado de duas águas, um cipreste velho torto contra o céu, e as venezianas fechadas, todas, como pálpebras d;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;sanfona;2;O pomar, atrás, é um campo de figueiras e marmeleiros embrutecidos, fruta caindo no chão sem que ninguém apanh;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;sanfona;3;Numa casa que ninguém habita, num pomar que apodrece de graça, numa vinha que morreu de pé, alguém acordou ced;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;sanfona;4;É baixo, de pedra seca, e num canto ele deixa de ser muro de horta e vira muro de outro recinto, mais alto, co;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;sanfona;5;Umas doze, treze lajes de pedra clara, dispostas em duas fileiras tortas sob uma oliveira que aqui, só aqui, f;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;sanfona;6;Cada laje tem, à cabeceira, um pé vivo enraizado na terra da sepultura, cada um de uma espécie.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;sanfona;7;Mas há uma autoridade nele que não vem de posse — vem de saber — e diante de quem sabe mais que eu, eu calo e ;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;sanfona;8;Não pisada, não murcha — arrancada de raiz, o torrão inteiro fora da terra, jogada de lado sobre a grama com a;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;sanfona;9;Um pedaço de oleado escuro, desses que se joga sobre a lenha para a chuva não pegar, dobrado sobre um volume e;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;sanfona;10;Envelopes amarelados, amarrados de novo por uma fita que já foi de cetim e hoje é só fio, e o papel cheira a t;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;sanfona;11;Chorei foi outra dor, de menina — a ideia de ter sido largada, escondida no fundo da cama, com raiva de um vul;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;sanfona;12;Tinta desbota, o três vira oito, o seis vira zero, um arquivo mal-arrumado embaralha as ordens — sei disso, di;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;sanfona;13;De joelhos, com o mês de outubro de 1931 tremendo entre os dedos, num cemitério onde ninguém tem nome — e onde;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;atestacao;sanfona;;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;metafora_elaborada;1;como um velho teimoso, mas mesmo elas pedem poda de anos. Passo a mão numa folha;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;metafora_elaborada;2;como uma porta. — Nome é para forasteiro — ele diz. — Quem é daqui sabe quem es;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;metafora_elaborada;3;como se o mundo coubesse naquela haste. Ladrão, penso. Foi ladrão. Corre boato;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;atestacao;metafora_elaborada;;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);1;Empurro a folha. A dobradiça grita.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);2;Poda custa dinheiro. Batente novo custa mais.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);3;Seca no verso. Cocciniglia, provável.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);4;Recuo. Não vim morar.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);5;É simples. Vim porque era simples.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);6;Não flor de enfeite. Flor plantada.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);7;Me viro. Não o ouvi chegar.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);8;Meu maxilar trava. Poderia responder.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);9;Está aberta. Paro.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);10;Paro. Não é cova funda.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);11;Ladrão, penso. Foi ladrão.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);12;Me agacho na beira. Não devia.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);13;Novembro de 31. Março de 32.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);14;Cabe na explicação. Quase cabe.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);15;*É dela. Esta letra é dela.*;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmentos colados (≤4 palavras);16;Esta letra é dela.* Fico ali.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;atestacao;cadencia.fragmentos colados (≤4 palavras);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;atestacao;cadencia.staccato (frases curtas);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.clipe de negação curto;1;Não me importei.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.clipe de negação curto;2;Não cede.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.clipe de negação curto;3;Não vim morar.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.clipe de negação curto;4;Não é conselho.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.clipe de negação curto;5;Não devia.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;atestacao;cadencia.clipe de negação curto;;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.anáfora (frases coladas, mesmo início);1;Prefiro chegar a pé nos lugares que vou vender. / Prefiro sentir a inclinação do terreno sob a sola do sapato ;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.anáfora (frases coladas, mesmo início);2;Tudo isto foi próspero. / Tudo isto rendeu, um dia, o suficiente para sustentar uma família que se dava ao lux;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.anáfora (frases coladas, mesmo início);3;Talvez seja religião. / Talvez luto por gente pobre demais para pagar cantaria.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.anáfora (frases coladas, mesmo início);4;Talvez luto por gente pobre demais para pagar cantaria. / Talvez só o gosto mórbido de alguém que já morreu e ;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.anáfora (frases coladas, mesmo início);5;Poderia responder. / Poderia lembrá-lo de que a pedra que ele guarda tão bem agora é minha para vender.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.anáfora (frases coladas, mesmo início);6;Depois 1933. / Depois mais, mais tarde ainda, papel menos velho, tinta menos morta.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;atestacao;cadencia.anáfora (frases coladas, mesmo início);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;atestacao;cadencia.epigrama antitético;;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);1;Não me importei.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);2;Subo.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);3;Cocciniglia, provável.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);4;Não cede.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);5;Recuo.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);6;Não vim morar.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);7;É simples.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);8;Flor plantada.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);9;Lisa mesmo.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);10;Me viro.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);11;Não é conselho.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
hoover-mcfadden-aprovado-01;hoover-mcfadden;calibracao;aprovada;samples/hoover-mcfadden/aprovado-01.md;934039ab66174f414a076641bb29298a5d8f74e28cddf14e4aee546cdd7acb80;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);12;Poderia responder.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
